shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.1108/sr-05-2024-0420,https://doi.org/10.1108/sr-05-2024-0420,Simulation of electrostatic particulate matter sensor regeneration based on the particulate deposition patterns,Jinxin Liu; Huanqin Wang; Qiang Sun; Chufan Jiang; Jitong Zhou; Gehang Huang; Fajun Yu; Baolin Feng,2024,Sensor Review,journal-article,Emerald,44,6,783-793,,1,12,particulate_air_quality,"[""particulate_air_quality""]",False,False,True,metadata_candidate,particulate_air_quality,"[""env"", ""air"", ""sensor""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 372, ""api_score"": 22.313581, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 371}]"
,10.21079/11681/47459,https://doi.org/10.21079/11681/47459,Unmanned ground vehicle (UGV) path planning in 2.5D and 3D,Osama Ennasr; Charles Ellison; Anton Netchaev; Ahmet Soylemezoglu; Garry Glaspell,2023,,report,Engineer Research and Development Center (U.S.),,,,,1,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 178, ""api_score"": 24.510117, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 177}]"
,10.22541/au.165856861.19641373/v1,https://doi.org/10.22541/au.165856861.19641373/v1,Metal Oxide nanostructures-based Gas Sensors,Neeraj Goel; Kishor Kunal; Aditya Kushwaha; Mahesh Kumar,2022,,posted-content,Wiley,,,,,1,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 386, ""api_score"": 21.117596, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 385}]"
149,10.36227/techrxiv.17050970,https://doi.org/10.36227/techrxiv.17050970,A Mobile Semi-Autonomous Robot For Soil Sampling,Vistasp Edulji; Sumedh Soman; Atharva Pradhan; Jay Shah,2021,,posted-content,Institute of Electrical and Electronics Engineers (IEEE),,,,,1,12,robotic_sampling,"[""robotic_sampling""]",False,False,True,metadata_candidate,robotic_sampling,"[""robot"", ""sampling""]",2,"[{""query_id"": ""Q09"", ""query_rank"": 38, ""api_score"": 24.17142, ""raw_file"": ""raw_crossref\\Q09_robotic_sampling.json"", ""raw_item_index"": 37}]"
,10.1149/ma2020-01282123mtgabs,https://doi.org/10.1149/ma2020-01282123mtgabs,Suspended Heater Embedded Metal Oxide Nanowire Based Gas Sensor Platform,Taejung Kim; Seungwook Lee; Beomsang Kim; Wootaek Cho; Jongmin Lee; Heungjoo Shin,2020,ECS Meeting Abstracts,journal-article,The Electrochemical Society,MA2020-01,28,2123-2123,,1,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",2,"[{""query_id"": ""Q05"", ""query_rank"": 328, ""api_score"": 21.517149, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 327}]"
,10.5194/egusphere-egu2020-20175,https://doi.org/10.5194/egusphere-egu2020-20175,Low Cost Sensor Node for Monitoring River Floods,Evangelos Skoubris; George Hloupis,2020,,posted-content,Copernicus GmbH,,,,,1,12,water_quality_monitoring,"[""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,water_quality_monitoring;embedded_environmental_sensing,"[""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 446, ""api_score"": 21.757294, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 445}]"
,10.1021/acsaelm.6c00976,https://doi.org/10.1021/acsaelm.6c00976,Recent Advances in Wearable Gas Sensor Material Modules for Real-Time Environmental Gas Monitoring,Akanksha Pathak; Devendra Singh; Prerna Tripathi; Amit Kumar Verma; Atul Sharma; Shikha Singh,2026,ACS Applied Electronic Materials,journal-article,American Chemical Society (ACS),8,17,7227-7270,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 304, ""api_score"": 21.680805, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 303}]"
,10.2139/ssrn.6435081,https://doi.org/10.2139/ssrn.6435081,Development of Autonomous Unmanned Ground Vehicle for Harvesting and Inspection Automation at Small Scale Strawberry Farms,Joel George; Aishwarya Tripathi; Daksh Sharma; Anil Shukla,2026,,posted-content,Elsevier BV,,,,,0,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 369, ""api_score"": 23.009718, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 368}]"
,10.2139/ssrn.7176068,https://doi.org/10.2139/ssrn.7176068,Ppb level acetone gas sensor based on cube (Cu0.2Ni0.2Zn0.2Co0.2Cd0.2)SnO3 amorphous high entropy metal oxide,Hongmin Zhu; Hongwei Shi; Yilin Du; Ru Wang; Hongyang Zhong; Renze Zhang; Yong Zhao; Fanli Meng,2026,,posted-content,Elsevier BV,,,,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 234, ""api_score"": 22.305069, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 233}]"
,10.3390/electronics15132768,https://doi.org/10.3390/electronics15132768,Adaptive Multi-Sensor Fusion for Robust Outdoor Localization and Path Tracking Under Weak GNSS Conditions,Yanyan Dai; Subin Park; Kidong Lee,2026,Electronics,journal-article,MDPI AG,15,13,2768,,0,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""sensor"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 491, ""api_score"": 21.3701, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 490}]"
,10.22541/essoar.175674608.88310773/v1,https://doi.org/10.22541/essoar.175674608.88310773/v1,Real-Time Turbidity Monitoring Using Machine Learning and Environmental Parameter Integration for Scalable Water Quality Management,Hong Peng; Ning Dong; Yinwei Liao; Yunjian Tang; Xiaoli Hu,2025,,posted-content,Wiley,,,,,0,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",2,"[{""query_id"": ""Q06"", ""query_rank"": 12, ""api_score"": 26.719933, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 11}]"
,10.3390/app152010900,https://doi.org/10.3390/app152010900,Visual Mamba-Inspired Directionally Gated State-Space Backtracking for Chemical Gas Source Localization,Jooyoung Park; Daehong Min; Sungjin Cho; Donghee Kang; Hyunwoo Nam,2025,Applied Sciences,journal-article,MDPI AG,15,20,10900,,0,12,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 151, ""api_score"": 23.489109, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 150}]"
,10.59689/bio.v4i3.233,https://doi.org/10.59689/bio.v4i3.233,Water Quality Monitoring using ONLIMO Automatic Water Monitoring Device in Water Pollution Monitoring Efforts,Nurlaila Nurlaila; Asiah Asiah; Dewi Elfidasari,2024,Journal of Tropical Biodiversity,journal-article,Safeerana Publisher,4,3,133-141,,0,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 229, ""api_score"": 20.621428, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 228}]"
,10.31613/ceramist.2023.26.3.05,https://doi.org/10.31613/ceramist.2023.26.3.05,Recent progresses in metal oxide gas sensors for food freshness monitoring,Young Kook Moon,2023,Ceramist,journal-article,Ceramist,26,3,281-289,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 92, ""api_score"": 23.938469, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 91}]"
,10.36001/phmconf.2023.v15i1.3539,https://doi.org/10.36001/phmconf.2023.v15i1.3539,Vehicle State Monitoring and Fault Detection System for Unmanned Ground Vehicles (UGV) using Markov Models,Kalpit Vadnerkar; Pierluigi Pisu,2023,Annual Conference of the PHM Society,journal-article,PHM Society,15,1,,,0,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 63, ""api_score"": 26.336355, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 62}]"
,10.21203/rs.3.rs-1412923/v1,https://doi.org/10.21203/rs.3.rs-1412923/v1,Impact of CeO2 doped ZnO binary metal oxide nanocomposites as clad modified fiber optic VOC gas sensor for exhaled breath analysis,Renganathan Balusamy; Subha Krishna Rao; Ganesan A.R; Deepak Arun Annamalai,2022,,posted-content,Springer Science and Business Media LLC,,,,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 268, ""api_score"": 22.019205, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 267}]"
,10.2139/ssrn.4188442,https://doi.org/10.2139/ssrn.4188442,Copper Doped Tungsten Oxide Nanoporous Thin Films for Gas Sensor Application,sivasankarreddy akepati; Adilakshmi G,2022,,posted-content,Elsevier BV,,,,,0,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 371, ""api_score"": 21.230574, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 370}]"
,10.2139/ssrn.4201065,https://doi.org/10.2139/ssrn.4201065,High-Performance N-Butanol Gas Sensor Based on Iron-Doped Metal-Organic Framework-Derived Nickel Oxide,Hongyan Liu; Junkai Shao; Caixuan Sun; Mengjie Wang; Junyi Dong; Guofeng Pan; Xueli Yang; Mengya Zhu,2022,,posted-content,Elsevier BV,,,,,0,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 265, ""api_score"": 22.024792, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 264}]"
,10.1149/ma2021-01561468mtgabs,https://doi.org/10.1149/ma2021-01561468mtgabs,Suspended Heater Embedded Metal Oxide Nanowire Based Gas Sensor Platform,Taejung Kim; Wootaek Cho; Beomsang Kim; Jongmin Lee; Heungjoo Shin,2021,ECS Meeting Abstracts,journal-article,The Electrochemical Society,MA2021-01,56,1468-1468,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",2,"[{""query_id"": ""Q05"", ""query_rank"": 262, ""api_score"": 22.03235, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 261}]"
,10.17762/converter.303,https://doi.org/10.17762/converter.303,Outdoor SLAM Using Monocular Vision-Based Localization with LIDAR-Aided Mapping for service robot in Highway,"Shuwen Pan, Yuanyuan Li, Pengying Du, Yan Liu",2021,CONVERTER,journal-article,"Auricle Technologies, Pvt., Ltd.",,,397-406,,0,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 477, ""api_score"": 21.43496, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 476}]"
,10.36227/techrxiv.17050970.v1,https://doi.org/10.36227/techrxiv.17050970.v1,A Mobile Semi-Autonomous Robot For Soil Sampling,Vistasp Edulji; Sumedh Soman; Atharva Pradhan; Jay Shah,2021,,posted-content,Institute of Electrical and Electronics Engineers (IEEE),,,,,0,12,robotic_sampling,"[""robotic_sampling""]",False,False,True,metadata_candidate,robotic_sampling,"[""robot"", ""sampling""]",2,"[{""query_id"": ""Q09"", ""query_rank"": 42, ""api_score"": 24.128311, ""raw_file"": ""raw_crossref\\Q09_robotic_sampling.json"", ""raw_item_index"": 41}]"
,10.70228/cbj2024058,https://doi.org/10.70228/cbj2024058,SWATER: Solid waste and water quality monitoring system using smart unmanned aerial vehicle,Marie Fe Novia,2021,"Journal of Engineering, Food Science, & Computing Technologies",journal-article,University of St. La Salle,2,,114-137,,0,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 118, ""api_score"": 25.212679, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 117}]"
,10.1149/ma2020-01282134mtgabs,https://doi.org/10.1149/ma2020-01282134mtgabs,In Situ Resistance Monitoring during Flame-Aerosol Deposition of Metal Oxide Gas Sensing Layers,Ines C. Weber; Andreas T. Güntner; Sotiris E. Pratsinis,2020,ECS Meeting Abstracts,journal-article,The Electrochemical Society,MA2020-01,28,2134-2134,,0,12,particulate_air_quality,"[""particulate_air_quality""]",False,False,True,metadata_candidate,particulate_air_quality,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 430, ""api_score"": 20.820549, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 429}]"
,10.5194/egusphere-egu2020-13652,https://doi.org/10.5194/egusphere-egu2020-13652,Influences of Season and Geography on Urban Air Quality Monitoring Stations (AQMS) Representativeness Areas by High Resolution Air Quality Monitoring,Tilman Leo Hohenberger,2020,,posted-content,Copernicus GmbH,,,,,0,12,particulate_air_quality,"[""particulate_air_quality""]",False,False,True,metadata_candidate,particulate_air_quality,"[""env"", ""air"", ""sensor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 312, ""api_score"": 23.422003, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 311}]"
,10.20965/jrm.2018.p0106,https://doi.org/10.20965/jrm.2018.p0106,Sensor Data Fusion of a Redundant Dual-Platform Robot for Elevation Mapping,"Avi Turgeman; Shraga Shoval; Amir Degani; Technion Autonomous Systems Program (TASP), Technion Haifa 32000, Israel; Department of Industrial Engineering and Management, Ariel University Ariel 40700, Israel; Faculty of Civil and Environmental Engineering, Technion Haifa 32000, Israel",2018,Journal of Robotics and Mechatronics,journal-article,Fuji Technology Press Ltd.,30,1,106-116,,0,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 237, ""api_score"": 23.358944, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 236}]"
,10.1007/s11270-020-04973-5,https://doi.org/10.1007/s11270-020-04973-5,A Review on Air Quality Measurement Using an Unmanned Aerial Vehicle,Vinit Lambey; A. D. Prasad,2021,"Water, Air, & Soil Pollution",journal-article,Springer Science and Business Media LLC,232,3,,109,89,11,particulate_air_quality,"[""particulate_air_quality""]",True,False,False,metadata_candidate,particulate_air_quality,"[""env"", ""air"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 32, ""api_score"": 28.022873, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 31}]"
,10.2166/wqrj.2024.049,https://doi.org/10.2166/wqrj.2024.049,Artificial intelligence in water quality monitoring: A review of water quality assessment applications,Rodica Mihaela Frincu,2024,Water Quality Research Journal,journal-article,IWA Publishing,60,1,164-176,,74,11,water_quality_monitoring,"[""water_quality_monitoring""]",True,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 238, ""api_score"": 20.599886, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 237}]"
,10.1016/j.chemosphere.2023.140198,https://doi.org/10.1016/j.chemosphere.2023.140198,Advancements of remote data acquisition and processing in unmanned vehicle technologies for water quality monitoring: An extensive review,Da Yun Kwon; Jungbin Kim; Seongyeol Park; Seungkwan Hong,2023,Chemosphere,journal-article,Elsevier BV,343,,140198,140198,27,11,water_quality_monitoring,"[""water_quality_monitoring""]",True,False,False,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 227, ""api_score"": 23.986305, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 226}]"
,10.46670/jsst.2023.32.2.75,https://doi.org/10.46670/jsst.2023.32.2.75,Gas Distribution Mapping and Source Localization: A Mini-Review,Taehwan Kim; Inkyu Park,2023,JOURNAL OF SENSOR SCIENCE AND TECHNOLOGY,journal-article,The Korean Sensors Society,32,2,75-81,,4,11,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",True,False,False,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""nav"", ""review""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 6, ""api_score"": 36.301132, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 5}]"
,10.21236/ada294573,https://doi.org/10.21236/ada294573,Review of Water Quality Monitoring and Recommendations for Water Quality Modeling of the Lower St. Johns River.,Thomas M. Cole,1995,,report,Defense Technical Information Center,,,,,0,11,water_quality_monitoring,"[""water_quality_monitoring""]",True,False,False,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor"", ""review""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 212, ""api_score"": 20.670872, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 211}]"
